1118,MH01CV2285,Refuse_Mini_Compactor,xusZsiZTHClHaBpDNUbV,AXVYdveHKcbetsGAJoOS,TATA,2019,t,2022-01-20 22:59:59.219256+05:30,2022-01-20 22:59:59.219276+05:30,61,1,,4
2464,MH03CV8090,Dumper,HcinSDlcVPAViiuThisP,NkRMCZoxtJqdzTqkIgjr,TATA,2020,t,2022-07-18 11:54:11.476575+05:30,2022-07-18 11:54:11.476584+05:30,178,1,1,24
2463,MH03DK4663,Bakayantra(JCB),cOyGuIyakZGEyAxnOsrf,lrddBwQlRnQTxMFbXUoR,TATA,2020,t,2022-07-18 11:55:07.295675+05:30,2022-07-18 11:55:07.295686+05:30,178,1,1,24
2452,MH01CV1713,Side_Loading_Compactor,QCVtTkdPnjjXsWJqtykd,QCVtTkdRnjjXJwmqtykd,TATA,2019,t,2022-07-18 12:06:31.534061+05:30,2022-07-18 12:06:31.534066+05:30,61,1,1,4
1152,MH01CV3245,Refuse_Compactor,GqUvoxNmNBaUfxRmlnsX,gihLhlvUGEhPgveRFtHM,TATA,2019,t,2022-07-18 12:06:51.894857+05:30,2022-07-18 12:06:51.894866+05:30,61,1,1,4
1113,MH01CV2284,Refuse_Compactor,WlszXOCDXmFxNWsztDXm,nisPnawsXDBtlVJeefiT,TATA,2019,t,2022-07-18 12:07:31.988092+05:30,2022-07-18 12:07:31.988095+05:30,62,1,1,5
1117,MH01CV3271,Refuse_Mini_Compactor,ghfzMTKFigeiGKxBrCsZ,IIpOjcIXEAllcNxDysMs,TATA,2019,t,2022-07-18 12:19:32.3532+05:30,2022-07-18 12:19:32.353207+05:30,61,1,1,4
2454,MH01CV2292,Small_Closed_Vehicle,fdKmzOvZXAsQhsQYeNSw,QcVtTkdRqjjXJwJqtykd,TATA,2019,t,2022-07-27 12:04:48.533667+05:30,2022-07-27 12:04:48.533672+05:30,73,1,1,17
2202,MH46BB2970,Dumper,fdKRzOvZXAQhsQYeNSwz,fdKRzOvZXAQhsQYeNSwo,TATA,2021,t,2022-08-10 10:51:16.137918+05:30,2022-08-10 10:51:16.137927+05:30,134,1,1,12
2190,MH03CP8232,Refuse_Compactor,tKWdzEVstAtJghIIVvHu,vpGlxiLqqpzeBCkwartH,TATA,2021,t,2022-07-11 17:12:05.739771+05:30,2022-07-11 17:12:05.739783+05:30,142,1,1,13
