36239,f,f,f,t,f,0103000020E6100000010000001D000000689599D2FA3D52406954E0641B2C3340F7216FB9FA3D5240DECB7D72142C3340F60D4C6E143E52403ECF9F36AA2B3340F209D9791B3E52403EB2B96A9E2B3340F209D9791B3E52403EB2B96A9E2B334056D28A6F283E524017EFC7ED972B3340EF3CF19C2D3E52403A4030478F2B3340FC5580EF363E5240ADF886C2672B33408E03AF963B3E524000E5EFDE512B33403F1BB96E4A3E524073D712F2412B3340533F6F2A523E524049A297512C2B334072DD94F25A3E52404DBD6E11182B3340847F1134663E52402B6C06B8202B3340ACADD85F763E5240728C648F502B3340CE52B29C843E52405D8AABCABE2B3340DF89592F863E524030B8E68EFE2B3340C2A1B778783E5240FB3BDBA3372C33408908FF22683E524066F84F37502C334059FCA6B0523E524012C138B8742C33404069A851483E524067B796C9702C3340A38FF980403E52408C9E5BE84A2C3340925852EE3E3E5240419DF2E8462C33407B2DE8BD313E52404A0D6D00362C3340EF3CF19C2D3E5240D865F84F372C3340E1EF17B3253E5240DECB7D72142C3340CDB1BCAB1E3E52402B1895D4092C3340B41EBE4C143E5240DC4603780B2C33402B69C537143E5240917F66101F2C3340689599D2FA3D52406954E0641B2C3340,
36327,t,f,f,f,f,0103000020E610000001000000050000003F8E8068783652403BA2AAF3A90333402E067533513552403BA2AAF3A90333402E06753351355240F6817C1F0DFF32403F8E806878365240F6817C1F0DFF32403F8E8068783652403BA2AAF3A9033340,6
36328,t,f,f,f,f,0103000020E61000000100000005000000EA06AEC8323D52401C94C005732E3340E33676B3BC3C52401C94C005732E3340E33676B3BC3C52400154E1B09A2C3340EA06AEC8323D52400154E1B09A2C3340EA06AEC8323D52401C94C005732E3340,13
36329,t,f,f,f,f,0103000020E61000000100000005000000B880AF069E375240E38AEDD86C443340A0F8A3D176365240E38AEDD86C443340A0F8A3D176365240826ABF04D03F3340B880AF069E375240826ABF04D03F3340B880AF069E375240E38AEDD86C443340,15
36330,t,f,f,f,f,0103000020E61000000100000005000000287E2659F9365240010E09C90331334017F61A24D2355240010E09C90331334017F61A24D2355240BCEDDAF4662C3340287E2659F9365240BCEDDAF4662C3340287E2659F9365240010E09C903313340,21
36331,t,f,f,f,f,0103000020E61000000100000005000000C0A7785FAC3652400F7A9E2975313340AF1F6D2A853552400F7A9E2975313340AF1F6D2A85355240CA597055D82C3340C0A7785FAC365240CA597055D82C3340C0A7785FAC3652400F7A9E2975313340,21
36332,t,f,f,f,f,0103000020E610000001000000050000008881481DCF3652404CF7A227662D334077F93CE8A73552404CF7A227662D334077F93CE8A735524007D77453C92833408881481DCF36524007D77453C92833408881481DCF3652404CF7A227662D3340,20
36333,t,f,f,f,f,0103000020E61000000100000005000000EB8DFE6D993A5240E5D288B8D3183340E4BDC658233A5240E5D288B8D3183340E4BDC658233A5240C992A963FB163340EB8DFE6D993A5240C992A963FB163340EB8DFE6D993A5240E5D288B8D3183340,10
36334,t,f,f,f,f,0103000020E610000001000000050000008F3793CDC735524044F53E3F8D2333407DAF8798A034524044F53E3F8D2333407DAF8798A0345240FFD4106BF01E33408F3793CDC7355240FFD4106BF01E33408F3793CDC735524044F53E3F8D233340,14
36335,t,f,f,f,f,0103000020E61000000100000005000000711F53D5763852401EA2399CFA2433405F9747A04F3752401EA2399CFA2433405F9747A04F375240D9810BC85D203340711F53D576385240D9810BC85D203340711F53D5763852401EA2399CFA243340,19
36336,t,f,f,f,f,0103000020E61000000100000005000000EB6E6BBA57365240D920C7CBB7403340E3AAE51FC4355240D920C7CBB7403340E3AAE51FC4355240B710B061693E3340EB6E6BBA57365240B710B061693E3340EB6E6BBA57365240D920C7CBB7403340,11
36337,t,f,f,f,f,0103000020E610000001000000050000008F4F626EA93652408AE0E7A90F2033407EC75639823552408AE0E7A90F2033407EC756398235524045C0B9D5721B33408F4F626EA936524045C0B9D5721B33408F4F626EA93652408AE0E7A90F203340,14
36338,t,f,f,f,f,0103000020E610000001000000050000002D5B852BD2365240705A5821E61F33401CD379F6AA355240705A5821E61F33401CD379F6AA3552402B3A2A4D491B33402D5B852BD23652402B3A2A4D491B33402D5B852BD2365240705A5821E61F3340,19
36339,t,f,f,f,f,0103000020E61000000100000005000000D7DDE0E1C03A5240F300A62B72163340D00DA9CC4A3A5240F300A62B72163340D00DA9CC4A3A5240D7C0C6D699143340D7DDE0E1C03A5240D7C0C6D699143340D7DDE0E1C03A5240F300A62B72163340,10
36340,t,f,f,f,f,0103000020E61000000100000005000000255A9685F93B5240AD2DCC61912533401E8A5E70833B5240AD2DCC61912533401E8A5E70833B524092EDEC0CB9233340255A9685F93B524092EDEC0CB9233340255A9685F93B5240AD2DCC6191253340,12
36342,t,f,f,f,f,0103000020E61000000100000005000000CCA4466C8F3752405B336B005D073340B41C3B37683652405B336B005D073340B41C3B3768365240FA123D2CC0023340CCA4466C8F375240FA123D2CC0023340CCA4466C8F3752405B336B005D073340,8
36343,t,f,f,f,f,0103000020E610000001000000050000005CC9282DCE3552401BA4AAB65B0433404B411DF8A63452401BA4AAB65B0433404B411DF8A6345240BA837CE2BEFF32405CC9282DCE355240BA837CE2BEFF32405CC9282DCE3552401BA4AAB65B043340,7
36344,t,f,f,f,f,0103000020E61000000100000005000000B88DA08FA437524097DB255B5E153340A705955A7D36524097DB255B5E153340A705955A7D36524053BBF786C1103340B88DA08FA437524053BBF786C1103340B88DA08FA437524097DB255B5E153340,18
36345,t,f,f,f,f,0103000020E61000000100000005000000BCAF129F0836524078946ADD3A103340AE0FA3741C35524078946ADD3A103340AE0FA3741C3552404114AC338A0C3340BCAF129F083652404114AC338A0C3340BCAF129F0836524078946ADD3A103340,23
36346,t,f,f,f,f,0103000020E6100000010000000500000072158BDF143B52402E3C2F151B0F3340DAAD65321C3B5240581AF8510D0F33401A1538D9063B5240E44D7E8B4E0E33407C9C69C2F63A5240BF49D3A0680E334072158BDF143B52402E3C2F151B0F3340,16
36347,t,f,f,f,f,0103000020E610000001000000050000009658B32CCA3B5240DAFD923EAE0D334085D0A7F7A23A5240DAFD923EAE0D334085D0A7F7A23A524095DD646A110933409658B32CCA3B524095DD646A110933409658B32CCA3B5240DAFD923EAE0D3340,16
36348,t,f,f,f,f,0103000020E6100000010000000500000043A95728043A5240490C6AA9BD10334032214CF3DC385240490C6AA9BD10334032214CF3DC38524004EC3BD5200C334043A95728043A524004EC3BD5200C334043A95728043A5240490C6AA9BD103340,17
36349,t,f,f,f,f,0103000020E61000000100000005000000B69CE51023395240C229DB71C4103340A514DADBFB375240C229DB71C4103340A514DADBFB3752407E09AD9D270C3340B69CE510233952407E09AD9D270C3340B69CE51023395240C229DB71C4103340,24
36350,t,f,f,f,f,0103000020E610000001000000050000006E13BB654035524030D154446AF83240664F35CBAC34524030D154446AF83240664F35CBAC3452400EC13DDA1BF632406E13BB65403552400EC13DDA1BF632406E13BB654035524030D154446AF83240,5
36351,t,f,f,f,f,0103000020E61000000100000005000000B5160041EB395240CD706BBC751F3340A48EF40BC4385240CD706BBC751F3340A48EF40BC438524088503DE8D81A3340B5160041EB39524088503DE8D81A3340B5160041EB395240CD706BBC751F3340,24
36352,t,f,f,f,f,0103000020E6100000010000000500000003F1B6A5CF3852406F47E94775143340F168AB70A83752406F47E94775143340F168AB70A83752400E27BB73D80F334003F1B6A5CF3852400E27BB73D80F334003F1B6A5CF3852406F47E94775143340,24
36353,t,f,f,f,f,0103000020E610000001000000050000001F2B920D16375240202308414837334007A386D8EE355240202308414837334007A386D8EE355240DB02DA6CAB3233401F2B920D16375240DB02DA6CAB3233401F2B920D163752402023084148373340,22
36355,t,f,f,f,f,0103000020E61000000100000005000000185F8197D23552403F8A6EB22AFC32400F9BFBFC3E3552403F8A6EB22AFC32400F9BFBFC3E3552401D7A5748DCF93240185F8197D23552401D7A5748DCF93240185F8197D23552403F8A6EB22AFC3240,5
36356,t,f,f,f,f,0103000020E61000000100000005000000F86B4CE6CA35524025A849DA8EFF3240E7E340B1A334524025A849DA8EFF3240E7E340B1A3345240E0871B06F2FA3240F86B4CE6CA355240E0871B06F2FA3240F86B4CE6CA35524025A849DA8EFF3240,7
36357,t,f,f,f,f,0103000020E610000001000000050000000403AC2BE93B5240F0A069A8EB1F3340FD327416733B5240F0A069A8EB1F3340FD327416733B5240D5608A53131E33400403AC2BE93B5240D5608A53131E33400403AC2BE93B5240F0A069A8EB1F3340,12
36358,t,f,f,f,f,0103000020E61000000100000005000000CEFC04AE9D385240FBC2380E62143340BD74F97876375240FBC2380E62143340BD74F97876375240B6A20A3AC50F3340CEFC04AE9D385240B6A20A3AC50F3340CEFC04AE9D385240FBC2380E62143340,24
36359,t,f,f,f,f,0103000020E610000001000000050000006FBA61AE063752402551A191F62C33405E325679DF3552402551A191F62C33405E325679DF355240C43073BD592833406FBA61AE06375240C43073BD592833406FBA61AE063752402551A191F62C3340,20
36360,t,f,f,f,f,0103000020E610000001000000050000002B333F95853652405C3361E5D108334019AB33605E3552405C3361E5D108334019AB33605E35524017133311350433402B333F958536524017133311350433402B333F95853652405C3361E5D1083340,9
36361,t,f,f,f,f,0103000020E6100000010000000500000047E4553488375240086E0CEB470F3340365C4AFF60365240086E0CEB470F3340365C4AFF60365240C34DDE16AB0A334047E4553488375240C34DDE16AB0A334047E4553488375240086E0CEB470F3340,9
36362,t,f,f,f,f,0103000020E61000000100000005000000C4E9BEFAEA355240F4F479767AF83240B361B3C5C3345240F4F479767AF83240B361B3C5C3345240AFD44BA2DDF33240C4E9BEFAEA355240AFD44BA2DDF33240C4E9BEFAEA355240F4F479767AF83240,2
36363,t,f,f,f,f,0103000020E61000000100000005000000DE1C4875AC355240FD44CD41D1F23240CD943C4085345240FD44CD41D1F23240CD943C4085345240B8249F6D34EE3240DE1C4875AC355240B8249F6D34EE3240DE1C4875AC355240FD44CD41D1F23240,1
36364,t,f,f,f,f,0103000020E61000000100000005000000A0575983B3355240DD0E2B7C6DF0324088CF4D4E8C345240DD0E2B7C6DF0324088CF4D4E8C34524098EEFCA7D0EB3240A0575983B335524098EEFCA7D0EB3240A0575983B3355240DD0E2B7C6DF03240,1
36365,t,f,f,f,f,0103000020E61000000100000005000000315FF81F6B355240D1DFB35F78F432401FD7ECEA43345240D1DFB35F78F432401FD7ECEA433452408DBF858BDBEF3240315FF81F6B3552408DBF858BDBEF3240315FF81F6B355240D1DFB35F78F43240,3
36366,t,f,f,f,f,0103000020E610000001000000050000008B9C696A953452401F02C0AC9BF8324079145E356E3352401F02C0AC9BF8324079145E356E335240DAE191D8FEF332408B9C696A95345240DAE191D8FEF332408B9C696A953452401F02C0AC9BF83240,4
36367,t,f,f,f,f,0103000020E6100000010000000500000021B00C081F3652404E3CCF893E0F33400F2801D3F73452404E3CCF893E0F33400F2801D3F7345240091CA1B5A10A334021B00C081F365240091CA1B5A10A334021B00C081F3652404E3CCF893E0F3340,23
36354,t,f,f,f,f,0103000020E610000001000000060000007F4F46F3F2365240A229A37BD73C33406DC73ABECB355240A229A37BD73C3340D28BC0CCCD355240F9896EEA70393340248BC09CB136524049B39BC5A1383340408BC0ACBF3652402B9D46DB6F3A33407F4F46F3F2365240A229A37BD73C3340,11
36240,f,f,f,t,f,0103000020E61000000100000009000000ECA012D7313C5240B71798158A2033404C2A53CC413C5240363E5A9C3120334084E0F1ED5D3C52405632C7F2AE1E3340B32AC24D463D5240E43FA4DFBE1E33404C2D5BEB8B3D524005F52D73BA20334044E21E4B1F3D52406EF25B74B2203340A0E238F06A3C5240653046240A2133402F630AD6383C52402791442FA3203340ECA012D7313C5240B71798158A203340,
36368,t,f,f,f,f,0103000020E61000000100000005000000D30F84C2123752405D6816527F2E3340C287788DEB3552405D6816527F2E3340C287788DEB3552401848E87DE2293340D30F84C2123752401848E87DE2293340D30F84C2123752405D6816527F2E3340,20
36369,t,f,f,f,f,0103000020E61000000100000005000000EB8FCAABA53652402E5125B4E6113340D907BF767E3552402E5125B4E6113340D907BF767E355240E930F7DF490D3340EB8FCAABA5365240E930F7DF490D3340EB8FCAABA53652402E5125B4E6113340,18
36370,t,f,f,f,f,0103000020E61000000100000005000000D2393558603552404200483894F73240C7816138AF3452404200483894F73240C7816138AF3452401920F9B8CFF43240D2393558603552401920F9B8CFF43240D2393558603552404200483894F73240,3
36341,t,f,f,f,f,0103000020E610000001000000070000006057762F09355240A339581D1EFA32407A5776F59D3452402F4F25A74EFA324056577613AD345240B614752495F932408757760BA6345240F8D58348E0F832403157769FE43452402D32D96DA8F83240555776FDFE3452403E8ADCEA6BF932406057762F09355240A339581D1EFA3240,5
36371,f,t,f,f,f,0103000020E61000000100000007000000A0CBD9CFE9355240EADC8C773E3B334090CBD9430C3652406B3079664E3B334071CBD96B02365240F570720B043B33409ACBD957DA3552405F4B9F63013B3340B3CBD9D3D6355240A8A153F7B53B334071CBD96B02365240EC30C4EEBD3B3340A0CBD9CFE9355240EADC8C773E3B3340,11
37756,f,f,f,t,f,0103000020E61000000100000005000000FDC5D91FAE3F5240924FE69202143340FAC5D907C63F52400F8A72149A143340CDC5D9B319405240D66D081E5B13334031C6D9FBA43F5240C619EDA1BB123340FDC5D91FAE3F5240924FE69202143340,25
